Unnamed: 0,Open,High,Low,Close,Volume,Beta,COVAR,VAR005,VAR05,DELTA_COVAR_UNC
2011-06-16 16:00:00-04:00,31.15,35.49,31.0,35.49,1827551,0.0,0.0,0.0,0.0,0.0
2011-06-17 16:00:00-04:00,35.03,35.5,34.75,35.05,435919,0.0,0.0,0.0,0.0,0.0
2011-06-20 16:00:00-04:00,35.8,35.8,34.75,34.95,299336,0.0,0.0,0.0,0.0,0.0
2011-06-21 16:00:00-04:00,34.92,38.45,34.9,35.0,335666,0.0,0.0,0.0,0.0,0.0
2011-06-22 16:00:00-04:00,35.17,35.54,35.15,35.54,26646,0.0,0.0,0.0,0.0,0.0
2011-06-23 16:00:00-04:00,34.99,35.97,34.99,35.0,1607731,0.0,0.0,0.0,0.0,0.0
2011-06-24 16:00:00-04:00,35.5,36.38,35.385,35.55,1579908,0.0,0.0,0.0,0.0,0.0
2011-06-27 16:00:00-04:00,35.99,36.22,35.6,36.21,308960,0.0,0.0,0.0,0.0,0.0
2011-06-28 16:00:00-04:00,36.66,39.98,36.08,37.5,222324,0.0,0.0,0.0,0.0,0.0
2011-06-29 16:00:00-04:00,37.47,40.73,37.26,39.91,617805,0.0,0.0,0.0,0.0,0.0
2011-06-30 16:00:00-04:00,40.33,44.21,38.78,43.5,10767353,0.0,0.0,0.0,0.0,0.0
2011-07-01 16:00:00-04:00,39.75,40.24,39.0,39.85,4560367,0.0,0.0,0.0,0.0,0.0
2011-07-05 16:00:00-04:00,39.12,39.5,38.0,38.53,2965407,0.0,0.0,0.0,0.0,0.0
2011-07-06 16:00:00-04:00,38.34,39.89,38.33,38.7825,1539701,0.0,0.0,0.0,0.0,0.0
2011-07-07 16:00:00-04:00,39.18,40.23,39.0,39.52,1860860,0.0,0.0,0.0,0.0,0.0
2011-07-08 16:00:00-04:00,38.93,39.155,37.77,38.54,1153793,0.0,0.0,0.0,0.0,0.0
2011-07-11 16:00:00-04:00,37.2,37.895,36.63,37.06,1681314,0.0,0.0,0.0,0.0,0.0
2011-07-12 16:00:00-04:00,36.66,37.62,36.62,37.05,1454308,0.0,0.0,0.0,0.0,0.0
2011-07-13 16:00:00-04:00,37.01,37.12,36.96,37.01,1304078,0.0,0.0,0.0,0.0,0.0
2011-07-14 16:00:00-04:00,37.05,37.63,37.0,37.25,1305168,0.0,0.0,0.0,0.0,0.0
2011-07-15 16:00:00-04:00,37.24,37.78,37.0,37.09,1303223,0.0,0.0,0.0,0.0,0.0
2011-07-18 16:00:00-04:00,37.0,37.34,36.08,36.46,1879662,0.0,0.0,0.0,0.0,0.0
2011-07-19 16:00:00-04:00,36.77,37.45,36.55,36.97,3586344,0.0,0.0,0.0,0.0,0.0
2011-07-20 16:00:00-04:00,36.99,37.42,36.36,37.32,891967,0.0,0.0,0.0,0.0,0.0
2011-07-21 16:00:00-04:00,36.91,39.14,36.55,38.29,960518,0.0,0.0,0.0,0.0,0.0
2011-07-22 16:00:00-04:00,38.12,38.66,37.05,37.51,515305,0.0,0.0,0.0,0.0,0.0
